0	625509021097684992	_prejudiced	keep defending terrorists, keep signing mercy petitions for dem &amp; dey'll keep showing their love like dis! #Shame #GurdaspurAttack	inside all of us is a wild thing.	300	1	1
7/27/2015 15:07:12	625683865776975872	EvilYindoo	So what if I can't do live reporting for ISI, I will spin that terrorists are sikhs. That's filth named @bdutt ; #GurdaspurAttack	centrist, descendant of an evil civilization that started in 7000 bc and proclaims 'har har mahadev' (everyone is great god)	4042	1	1
7/27/2015 15:08:49	625684271689109504	rahulsingh5385	It's sad that terror attacks keep on happening in our country &amp; still our countrymen talk about forgiving terrorists #GurdaspurAttack #shame	love to work,die to party. believe in karma. avid learner. opinionated. story teller. modi-fan.iota part of the talent management space. timeline is a mashup.	381	1	0
7/27/2015 15:10:21	625684656533446657	ChainsawPt2	#GurdaspurAttack is proof once again that is islamic terrorist groups are the world's most dangerous threat	american republican constitutionalist conservative patriot.united states of america. e, pluribus unum.	373	1	0
7/27/2015 15:10:39	625684733091909632	iHardikBhatt	Weekly &amp; monthly terror report of pissful cult #GurdaspurAttack yet not added. http://t.co/vbL93FBA5s	agnostic hindu	3634	1	1
7/27/2015 15:11:19	625684901661032449	ravi_rulhania	Funny how people who shout 'Hindutva goons'at every opportunity get offended when see references to 'Islamic terrorism #GurdaspurAttack	bio chhod yaar, dp dekh.	1725	1	1
7/27/2015 15:11:41	625684991641432064	jayeshbc	Pakistan is the Ground of Terrorist and ISI is the coach and players are extremist, Pak Involved terrorism in India #GurdaspurAttack	namo bhakt..working in india's biggest firm.hates. have better understanding of politics & world economy. bjp vice president.	136	1	1
7/27/2015 15:11:50	625685028559699968	JudgeWen	One place that hasn't come under the scanner is #malaysia it is one of the safest haven for Islamic terrorists. #UBL #GurdaspurAttack	child of this planet. bound by nothing. belong to nowhere & everywhere. do nothing for living. connected to all that is 'universe.'	33	1	1
7/27/2015 15:11:57	625685060579127296	Nikhil_S147	Another burning eg. of how @BBCWorld falters in reporting international news. #shame #GurdaspurAttack #Gurdaspur https://t.co/vsP66jaLC8	#phd #finance doctoral candidate @bradforduni sometimes people who no one imagines anything of, are ones who do something no one imagines follows/rt ≠ endorse	262	1	0
7/27/2015 15:13:37	625685478222639108	lycan786	Kudos to Punjab Police n commondos to crack down Islamic Terror #GurdaspurAttack	media logics exposed | freedom of speech : you abuse me, i abuse you | pen against gun | fact against faith | and yes secular not sikular |	255	1	1
7/27/2015 15:13:55	625685554663788544	kush07	REMEMBER this Anything #Presstitutes would Say/ Imply/ Plant about #GurdaspurAttack as news would be a lie Example https://t.co/Bvhcpp6pl0	opinions do matter. what is told to you is almost never the truth. use those grey cells to figure out the truth.	2762	1	1
7/27/2015 15:15:26	625685936555233280	ranjantch	#GurdaspurAttack is proof once again that is islamic terrorist groups are the world's most dangerous threat and terrorist born in only pak.		9	1	1
7/27/2015 15:17:49	625686535745056768	vinkumadhok	I'm envy of paki as they got such neutral news agencies unlike #presstitutes in Indian journalism. #GurdaspurAttack https://t.co/2FvvvHlXXq	my tweets r my own viewpoints so dont judge me but plz follow me. my mission to see #namo4pm achieved. my inspiration namo, following me on twitter	6664	1	1
7/27/2015 15:19:54	625687058233737216	iHardikBhatt	Wherever terrorist incident happened nothing wrong in blaming #Islam/Moslem....... In 99.9% you never failed. #GurdaspurAttack	agnostic hindu	3634	1	1
7/27/2015 15:20:08	625687119780950016	kush07	Hey @BDUTT by any chance is the Home Guard is named Ankit the 2nd? #JustAsking #Presstitutes #GurdaspurAttack https://t.co/GwzVXipwGU	opinions do matter. what is told to you is almost never the truth. use those grey cells to figure out the truth.	2762	1	0
7/27/2015 15:20:12	625687137178906624	anuraag_saxena	Apparently 1 terrorist has been caught alive. Human-rights activists &amp; #AdarshLiberals just found fodder for the next year #GurdaspurAttack	centrist, nationalist, bollywoodist!!! rt are not endorsements. but maybe they are! :-)	225	1	0
7/27/2015 15:23:46	625688034395095046	bLazyThinkCrazy	Terrorism has no religion unless Terrorist is Non-Muslim, Moron @BDUTT mentioned "Sikh". #GurdaspurAttack http://t.co/0m3EkK4NCG	5 billion years ago,nehru made an appearance. after that, he created the earth! note:reply doesn't necessarily mean bhaaw() and like(favorite) doesn't mean	434	1	1
7/27/2015 15:24:28	625688207301042176	prasad_prateek	not an attack by pakistan but muslims,terrorist= Muslim &amp; their ideology, beware of these vilest animals nearby,be prepared #GurdaspurAttack	a #hindu nationalist, hardcore ufc fan, kind heart, will follow back likemindeds only, #sickular stay away	186	1	1
7/27/2015 15:24:44	625688278172200960	YaminiSachar	#GurdaspurAttack terrorism has no religion! strict actions r needed against terrorism not Pakistan....		47	1	2
7/27/2015 15:25:21	625688432342269952	rinku67	@FarisAliKhan2 @rasikh87 guys..these pakis needs lesson.#GurdaspurAttack	a doctor who wants to cure patients and society of bad aliments.	59	1	1
7/27/2015 15:29:03	625689361531572225	bLazyThinkCrazy	Why didn't this moron @BDUTT mention the religion of terrorist who was shouting "Allah hu akbar" ?? #GurdaspurAttack http://t.co/pAXbAvJsD5	5 billion years ago,nehru made an appearance. after that, he created the earth! note:reply doesn't necessarily mean bhaaw() and like(favorite) doesn't mean	434	1	1
7/27/2015 15:31:04	625689872179687426	Soumitradas4Das	@ArvindKejriwal goes with Z+ security "Thullas" while 8 cops dead in #GurdaspurAttack #presstitutes @ndtv @ibnlive @aajtak will not ask AK?		110	1	1
7/27/2015 15:35:50	625691068428726272	IndusSpirit	#GurdaspurAttack above all virtues APJ Abdul Kalam is not a bigot at first place!	i m proud #modi ji following me since 3+ yrs speaker-nationalist, activist; hr 4 #hindus- anti pseudos--cfts- writer, poet, travel hindu ism-rt's r not favors	4191	1	0
7/27/2015 15:36:28	625691227921346560	wittysoul_me	These Pakis r left with no work except attacking India every now n den. #GurdaspurAttack They should change d country name to Aatankistan	i am a princess | i believe in loyalty & trust | i think standing up 4 myself is important | i think standing up 4 others is more important | i am a princess ♥	1051	1	1
7/27/2015 15:39:22	625691957294051329	rajpatimishra	#GurdaspurAttack Few years back I was on pathankot gurudaspur amritsar route by Car fm man vaishnow devi.Pained to see attack by pakis here	b. tech (cse) , pgdba(marketing), ace npcil ,swayamsevak,desire to search truth	76	1	1
7/27/2015 15:43:25	625692978485407745	m9maru	@ianuragthakur u a fucking paki sympathiser, corrupt either quit BCCI or politics u #GurdaspurAttack	agnostic rts not endorsements 'life doesn't get easier, you just get stronger'.	32	1	0
7/27/2015 15:52:59	625695384736628736	m9maru	@BJPRajnathSingh u still want to talk with Pakis &amp; we voted u for this, resign &amp; join AmankiAsha @rajuparulekar #GurdaspurAttack	agnostic rts not endorsements 'life doesn't get easier, you just get stronger'.	32	1	1
7/27/2015 15:53:39	625695553356083204	hkhan2000	Meanwhile #India busy with blame game and #Sikhs of India posting such Pics #GurdaspurAttack #Gurdaspur https://t.co/l8aj6Xjj8L	an ordinary human being !!	239	1	0
7/27/2015 15:56:13	625696200679776256	anandserrao	To All Pakis who applaud #GurdaspurAttack your hate will be your undoing and the poisonous snakes you harbor will enjoy your dead country	fried head with a dried humor a true devil's advocate die-hard indian sports fan, tweets are in personal capacity	106	1	1
7/27/2015 15:56:34	625696286046425088	beardsingh	I happy to say all The indian people criticised @BDUTT for disgusting tweets on sikh..she is a terrorist #shame #GurdaspurAttack	sikh	886	1	0
7/27/2015 16:04:08	625698192760311808	Sonudnytmare	Gurdaspur attackers heard shouting Islamic slogans: Officials  http://t.co/BXUrDgjUSr | but Terror has no religion !  #GurdaspurAttack	||proud to be a hindu||♡||fan of narendra modi||♡||want to see bharat as vishwa guru||♡||respect and believe our tradional epics and culture||♡||hate secular||	27	1	1
7/27/2015 16:09:10	625699458848804864	aishaghazi	@htTweets 2 birds with 1 stone? Modi played filthy .Killing Sikhs &amp; blaming Muslims for it ? #GurdaspurAttack	independent documentary filmmaker, molecular biologist by education, keen observer of politics, poet by default settings :)	1776	1	1
7/27/2015 16:09:36	625699569385345024	skepblunquill	Where does your secularism go? Suddenly terror has a religion now? Huh? @IndiaToday @ibnlive @ndtv #GurdaspurAttack	i am what i am. not responsible for what you assume. views are personal. rts are rts.	87	1	1
7/27/2015 16:21:51	625702648721702913	_AnkurGupta	Pakistan will pay heavily for #GurdaspurAttack. We will not let such acts go unpunished. We want 100 Paki skulls for each 1 of ours.	economist, rss ideologue, hindu nationalist & a zionist. combating pseudo-secularism & mindless populism which have destroyed #india! founder of @hindus4israel	475	1	1
7/27/2015 16:28:54	625704424736882688	GohraamSarBaazi	If Pakistan is not 2 blame 4 #GurdaspurAttack than tel me who is d inventor of Islamic militancy,slogans of Ghazwa-e-hind. #AwaranOperation		440	1	1
7/27/2015 16:29:44	625704635609714688	GohraamSarBaazi	Pakistan is the Ground of Terrorist and ISI is the coach and players are extremist, Pak Involved terrorism in India #GurdaspurAttack		440	1	1
7/27/2015 16:45:30	625708600514580480	amit_lakhotia	Our jawans are still fighting without protective gear. #shame #GurdaspurAttack https://t.co/RaOpHxOjON	internet entrepreneur, likes to solve a problem. news addict and can have strong opinions. loves cricket and tennis	513	1	0
7/27/2015 16:45:37	625708632525508608	IP_Sidhu	#GurdaspurAttack my heart goes out for my hometown! Govt n news don't be separatist calling "no Sardars involved"! say "no Indians involved"		10	1	0
7/27/2015 16:51:40	625710152981680128	Bachchanatic	BJP MP blamed Sikh "terrorists" and linked them to ISIS! Outrageous claim without any proof! #GurdaspurAttack http://t.co/CNJIf0pyiG	common man	77	1	0
7/27/2015 16:54:04	625710759528542208	Mansanpk2009	Khalistan is an open reality. Sacrifices of Sikh warriors will not be wasted. #GurdaspurAttack alarms the world	blog owner http://pakistan_hope.bravejournal.com	240	1	0
7/27/2015 17:02:37	625712908152909824	niff_tee	Isolation is as responsible for Islamic terrorism as is religious motivation from the Quran. #GurdaspurAttack #Terrorism #Internationalism	born free and equal in dignity and rights	721	1	1
7/27/2015 17:08:39	625714429561147393	GEET285	Pakistan is the Ground of Terrorist and ISI is the coach and players are extremist, Pak Involved terrorism in India #GurdaspurAttack	territory manager @ cipla pharma	48	1	1
7/27/2015 17:18:16	625716847900405760	Khurramkj	Indian Tweetiyaas blaming Pakistan without any evidence. Such actions will create more hatred and animosity. #Shame #GurdaspurAttack	libra 9th oct. blood group: cricket +ve.	309	1	2
7/27/2015 17:22:03	625717800166780928	shaz_Ak	Indian lives matter but killing innocent pakis on #LOC is ok. Few ppl died in India and they started crying like a bitch. #GurdaspurAttack	live each day as if your life had just begun.  pisces-graduate university of wales- -live fast die young-.	1093	1	1
7/27/2015 17:29:38	625719708814172160	rijul_bansal	Sometimes too much of politics is filthy....BJPtards tried to politicise #GurdaspurAttack today , and now @ashutosh83B #AamAadmi #Shame		474	1	1
7/27/2015 17:43:40	625723241047310336	LetMeTellUNow	Any Secular can now identify religion of terrorists killed in #GurdaspurAttack or if from minority we will hear Terror has no religion?	fun loving, honest, responsible	89	1	1
7/27/2015 17:57:25	625726699922067456	1984gautam	It's high time gov sud act boldly agnst separatist/terrorist &amp; ISIS flaggers..ne act agnst India's unity sud be supresed #GurdaspurAttack		51	1	1
7/27/2015 18:09:11	625729659829792768	PahadiPandit	Let's write a mercy plea 4 d peaceful who died today &amp; many more who will follow the path shown by the religion of peace. #GurdaspurAttack	#indefatigable #proudsantani #hindunationlist #geek #reverseengineer	127	1	0
7/27/2015 18:13:15	625730684024328192	FaryalKBaloch	Dear India if ur Army arrests Paki pigeons/fishermen,how was it unable 2 arrest terrorists allegedly 4m Pak entering India? #GurdaspurAttack	another dheet pakistani who refuses to give up!#pakistanzindabad http://t.co/n131tdixks	1159	1	1
7/27/2015 18:16:56	625731612475404288	Rav_E	RIP to the victims of the #GurdaspurAttack. Why does the media always bring religion into the narrative? Terrorism defies religion.	| producer | dj | dhol player | juris doctor | entrepreneur | bookings/info: djrav.emusic@gmail.com insta: @rav_emusic	777	1	2
7/27/2015 18:25:45	625733830645809152	__UFH	@BDUTT couldn't stoop as low as this to call #sikh terrorist , #GurdaspurAttack #Gurdaspur #RIPKalam http://t.co/tV6m5suBC2	mosquitoes refuse to bite me purely out of respect.follow me to improve your social status rts are your own endorsements	186	1	1
7/27/2015 18:28:35	625734543648030721	soilditem	As Terrorists of #GurdaspurAttack got Nothing to do with Islam, lets Burn their bodies instead insulting Islam by burying them. @HMOIndia	i am fanatically secular, can kill millions to save my non violence. (comedy articles - http://t.co/rkgsxroddm) only i know what my tweets mean.	911	1	1
7/27/2015 18:36:24	625736512500404224	Moddasir	@iHardikBhatt dude first take care of #Khalistan #FreeKhalistan #LiberateKhalistan #GurdaspurAttack		75	1	0
7/27/2015 18:46:30	625739054110371840	akshatkumar87	We will never bow down to extremist #GurdaspurAttack #saluteindianarmy	digital artist| analyst | innovator | wanderer | dreamer	136	1	0
7/27/2015 18:47:34	625739322482802688	japs99	Three terrorists killed in gurdaspur terror attack were muslims, confirms police #GurdaspurAttack	journalist- special correspondent, the tribune; author : justice for jassi; creative writer	472	1	0
7/27/2015 19:42:29	625753142773223424	cyph3rpunk	. @MIB_India @HMOIndia @PMOIndia why were #Presstitutes with cameras allowed in the vicinity of terror ops today? #GurdaspurAttack	a little rant doesn't hurt anyone...!	117	1	0
7/27/2015 20:21:01	625762840473812992	Modi_Warrior	No Indian Muslims apart from celebs mourning #GurdaspurAttack? Y do they only mourn when Muslims get killed? You mourned Peshawar so bad.	proud hindu nationalist. staunch supporter of @narendramodi & #bjp for all the rational reasons.	97	1	1
7/27/2015 21:15:25	625776527708418048	vigmukesh	@ndtv It had to happen same day. One Muslim left India proud. Another bunch of them made other Muslims feel ashamed ! #GurdaspurAttack	if they give me news, i give you humour. expanding laughter, not your knowledge !	219	1	1
7/27/2015 21:25:12	625778990154952704	Haaimbangush	After #GurdaspurAttack, I am worried Hindu extremists may not burn the cinemas showing film #BajrangiBhaijan.	a directionless soul, acting as research and security analyst, want to be a leader but have chosen a path to be employed. simply i am me. fb: columnist vision	469	1	1
7/27/2015 21:37:15	625782021877551106	Aahilzeb	2/2 and blaming Muslims for it. Doesn't sound like intelligent plan .. it's naive in fact .. #GurdaspurAttack	a proud imran khan supporter:) #abbotabad, #haripur , #london. fav quote: you never #win if you never begin	257	1	0
7/27/2015 22:50:17	625800404044001280	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #cnn #sitroom #nyc #chicago #tcot	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 22:50:28	625800447207583744	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #chicago #wgn #cltv #pbs #npr	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 22:50:41	625800502991847424	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #p2 #wiunion #edshow #hardball #dnc	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 23:14:54	625806598338924544	JeSuisCharlie9	Islam is not a religion of peace - @Ayaan Hirsi Ali #GurdaspurAttack #Pakistan #Muslims http://t.co/68JwhUJmfH		241	1	1
7/28/2015 0:00:22	625818039116632064	santhosha123	Every time I hear bt Islamic terror attack, realise importance of spreading ths article @AliSinaOrg http://t.co/pgXtAOGxoH #GurdaspurAttack	right wing or left wing? rather left of the right wing...	83	1	1
7/28/2015 0:11:31	625820846851014657	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #cnn #outfront #nyc #boston #atlanta	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/28/2015 0:11:44	625820899602759680	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #cnn #ac360 #nyc #chicago #tcot #tpp	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/28/2015 0:11:53	625820939108884480	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #chicago #wgn #cltv #pbs #npr	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/28/2015 0:12:02	625820974777245696	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #p2 #edshow #nyc	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/28/2015 0:12:20	625821050186690560	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #p2 #uniteblue #inners #maddow #dnc	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/28/2015 1:59:17	625847967447027712	ImChandanSharma	#GurdaspurAttack n death of @APJAbdulKalam ,a co-incidence or a conspiracy.It is proved tht pakis wre in india.Shud b a CBI probe.#delhi	a patna boy, a novelist, an exploited employee, blogger, intolerable singer and a day dreamer.	532	1	1
7/28/2015 2:11:52	625851134364778496	__UFH	@RanaAyyub Hey jihadi blogger it's not men its man ,that's what happens when you learn English at madrasa #RIPKalam #GurdaspurAttack	mosquitoes refuse to bite me purely out of respect.follow me to improve your social status rts are your own endorsements	186	1	1
7/28/2015 2:13:23	625851516595924992	__UFH	@RanaAyyub wish he had inspired you enough not to hate Hindus and stop your jihadi blogs #GurdaspurAttack #RIPKalam	mosquitoes refuse to bite me purely out of respect.follow me to improve your social status rts are your own endorsements	186	1	1
7/28/2015 3:08:14	625865318775156736	sameealok	@BBCIndia these #Presstitute used word rebels 4 terrorists #GurdaspurAttack #Shame if dey dnt retreat da tweet @TimesNow @htTweets @BBCNews	o ? #indiastands4unity #nomisconception not religious by nature but i will respect your believes #godursminedontcare #lostinlustofknowlege	83	1	1
7/28/2015 3:24:47	625869481928060929	Aneela_Nadar	#GurdaspurAttack This is"Parinaam" of #Gappu hobnobing wt #Pakis &amp;getting fooled by #Sari #Biryani diplomacy! FoolsRushInWrAngelsFear2Tread	proud indian. believe in secularism. proud congressi. a bookworm. a music lover. die hard fan of :- fc barcelona, messi and argentina, csk, dhoni, srk	7280	1	1
7/28/2015 3:58:43	625878020725809152	rahul007sarkar	Pak Media &amp; Sickulars here started celebrating #GurdaspurAttack,calling it revival of #Khalistan Movement ! But it was same #jihadi group !	software it guy,blogger, tweets mostly related to politics/cinema. rts can be information/endorsement.#namo #aish #bachchan #cricket #tech #harmony #peace	336	1	1
7/28/2015 4:00:28	625878461161189381	Syed_Raza_Ali	#India 's knee-jerk reaction to #GurdaspurAttack in cancelling Indo-Pak cricket series is not only childish but highly regrettable. #shame	“two hands working accomplish more than a thousand clasped in prayer”	141	1	2
7/28/2015 4:09:57	625880847678316544	ManiacMahi	#GurdaspurAttack same nonsense again,blaming pakis, this or that group. @narendramodi don't say a word,just punish them.	hindu right. islam/christianity are threat to mankind. biblical god works for $1/day in india.	166	1	1
7/28/2015 4:33:12	625886698736476160	manichejain	Ok so #Presstitutes stopped live coverage of #GurdaspurAttack only after centre issued advisory at 11 AM. http://t.co/2R7DzV8ia4		672	1	0
7/28/2015 4:53:20	625891768819585024	Smoking_Handle	RT @manichejain #Presstitutes stopped live coverage of #GurdaspurAttack only after centre issued advisory at 11 AM. http://t.co/iYm7JSDSiS	centre	178	1	0
7/28/2015 5:35:47	625902449807654912	ArunRajGopalan	This is going to be ugly for the Pakis, very ugly.. #GurdaspurAttack #PakistanArmy #FreeBalochistan https://t.co/6gXOoOZq6I	... like you care ....	61	1	1
7/28/2015 5:41:21	625903852139642881	Indian_drifter	#GurdaspurAttack terror knows no religion and respects no life! https://t.co/Ay3ylMc4nX	#blogger, #aspiring #media professional,terrible #poet,#feminist,survivor ,3 /4th gujarati, artist ,word creator #morocalypse,consumer of kaffee und kuchen	160	1	1
7/28/2015 6:01:48	625908999444037632	sposavalike	#presstitutes @PMOIndia @HMOIndia Please ban these kinds of news channels #GurdaspurAttack #Gurdaspur https://t.co/uXhcCe0ULb	a software professional | social media analyst | music lover | stock market enthusiastic | #namo supporter | #swamy follower	145	1	0
7/28/2015 7:46:09	625935257930346496	ashudwive	#GurdaspurAttack is result of Pro-Terrorist approach of Indian Human Right Activists. #Shame #HangYakub #CowrdiceAct #PrayesToMartyrs		87	1	1
7/28/2015 7:59:23	625938589944156160	SouleFacts	Congratulations to Punjab SWAT team, who killed the Muslim terrorist in #GurdaspurAttack, was without any bullet-proof jackets or helmets.	nationalist, proud indian & hates traitor, allergic to scent of ittar. follow me at ur own risk, i explode frequently & not worth following.no personal question	19710	1	1
7/28/2015 8:09:34	625941150679961601	BhargavPurohit	That moment of #epicfacepalm when Karanchi Post reporting of #GurdaspurAttack is more accurate than Indian media. #Presstitutes	a cinéaste. indian classical music. not sure of tweets but definitely story teller. vipassana student. ho-hum humor. investor http://t.co/cfa7fd06qr	357	1	0
7/28/2015 8:47:49	625950778746761216	mswami	@arunvipra @love2speaktruth @Moskvaa NDTV readied Prog "Sikh Terror" Since #GurdaspurAttack was by Jehadis - TERROR HAS NO RELIGION! @BDUTT	maverick,non-sikular liberal , house husband and a gainfully unemployed bloke watching the world in amusement! alumni of xlri. detest left-lib elite	1478	1	1
7/28/2015 8:54:31	625952464303329280	nconeindia	#GurdaspurAttack Good that all got killed and now #PAK &amp; indian #presstitutes can't do kukur vilap of #Khalistan	: pts pl be #intolerant to #economy blunders and #corruption as well like u r for #prestitudes and #sickulars..	76	1	1
7/28/2015 10:04:03	625969961735995392	SinghShelley	PAKIS R SO GLAD, PROPAGATING SIKHS REVOLT AGAINST INDIA. INDIA IS PROUD OF ALL ITS CITIZENS.PAK MEDIA LOOKS STUPID.#GurdaspurAttack	humanist, citizen of planet earth.	89	1	1
7/28/2015 10:04:54	625970175645331456	AsYouNotWish	No Indian Muslims apart from celebs mourning #GurdaspurAttack? Y do they mourn when only Muslims get killed? You mourned Peshawar so bad.	sit-down comedian | sanatana dharma passionate | jihad sauce-maker | if we meet & you don't find me pretty, you are buying me drinks until you do |	13457	1	1
7/28/2015 11:04:52	625985268043153408	vijayadar	@RohitManchanda @minhazmerchant @ShekharGupta &amp; @BDUTT giving Sikh twist to #GurdaspurAttack smacks of foreknowledge.	kashmiri by birth, indic by culture.	101	1	0
7/28/2015 11:23:26	625989937339305986	penpricker	What's this man? Just a small #GurdaspurAttack and the extremist (not all) Indian HOLES ve started shrinking! Sohni Kurdi seems to be "naal"	freelance bilingual columnist, playwright, analyst & media strategist by profession, photographer by accident, painter by passion. authored 'the cornered rogue'	489	1	0
7/28/2015 11:34:28	625992715835150336	vijayadar	@RohitManchanda Ex-ISI Chief @GenHamidGul is colleague of @ShekharGupta in #Stratfor. Q: "Was Sikh twist to #GurdaspurAttack preplanned?"	kashmiri by birth, indic by culture.	101	1	0
