4/25/2015 8:28:42	591881506991132672	tweeteringuise	Evangelists begin prowling #NepalEarthquake https://t.co/RKVpXO9DpC	just another tweeter. tweets and rts may not confirm with your perception of morality.	94	1	1
4/25/2015 18:21:06	592030587831001088	shandiponidey	Unbeliavable that Jesus died for such idiots who seek advantage in #NepalEarthquake.Jesus wud b ashamed of his followers today @BJPSamvadWB	free-spirited| liberal| support feminism and justice| exposing #bigotry and #hypocrisy | rts are not endorsement	110	1	1
4/25/2015 18:27:50	592032281784516608	puneetarora82	Exactly what #Presstitutes &amp; #SupariJournalists doesn't want to hear. https://t.co/9HLM6KhwnF" #RSS #NepalEarthquake #IndiaWithNepal	official twitter a/c of state co-convener@ i.t.cell, haryana bjp. tweets are personal, links/rts not endorsements	723	1	0
4/25/2015 18:30:36	592032981163769856	nav_ing	@ggiittiikkaa for evangelists, every disaster is an opportunity to convert. No concept of nishkam sewa #earthquake #Nepal #NepalEarthquake		51	1	0
4/25/2015 18:30:50	592033040475377665	EvilYindoo	Church Bigot and #AdarshLiberal @nesoron rued that #NepalEarthquake missed @yogrishiramdev	centrist, descendant of an evil civilization that started in 7000 bc and proclaims 'har har mahadev' (everyone is great god)	3935	1	0
4/25/2015 18:31:45	592033268989464576	sameerdesaii	vultures called evangelists r ready to pounce upon #NepalEarthquake . their faith teaches them to convert people in tragedy! #Hindus wake up	a modi supporter but not a modi bhakt! self-employed, poet, writer, ex-anchor for local tv news, spoken english trainer, a debater. dharmo rakshati rakshitah	1308	1	1
4/25/2015 18:34:46	592034028619956224	PrashJha16	Take a look at these sick minded missionaries! They seriously need some help. #NepalEarthquake #IndiaWithNepal http://t.co/VyNrXScMLd	graduate student. rss and modi fan. proud hindu!   |	357	1	0
4/25/2015 18:35:34	592034230244225024	sameerdesaii	its disgusting to find evangelists rejoicing over the #NepalEarthquake , finding a chance in it to convert #Hindus to their faith! RASCALS!	a modi supporter but not a modi bhakt! self-employed, poet, writer, ex-anchor for local tv news, spoken english trainer, a debater. dharmo rakshati rakshitah	1308	1	1
4/25/2015 18:38:20	592034927345934337	Ina_kshk	#NepalEarthquake Good breeding ground for 'soul harvesting.' http://t.co/cwbKnY3VsH	@narendramodi admirer / an absolute animal lover / news addict / music geek / chocoholic [:p] / reader / left handed-right minded-part time insane	4312	1	0
4/25/2015 18:40:15	592035410240385024	EvilYindoo	Unbelievable Christian bigotry on display #NepalEarthquake ,&amp; @BarackObama was preaching India on religious tolerance http://t.co/7opKNnpUX5	centrist, descendant of an evil civilization that started in 7000 bc and proclaims 'har har mahadev' (everyone is great god)	3935	1	1
4/25/2015 18:46:08	592036890619944960	WandererSS6	This Christian maniac wanted Ramdev Baba to die in #NepalEarthquake. Christians have so much hatred towards Hindus. http://t.co/PP1fCeVR0O	mkt research analyst|kashmiri pandit deserted from our paradise|proud indian|believes in do what makes you happy.	205	1	1
4/25/2015 18:56:46	592039563926736898	harikumar13	#NepalEarthquake its shocking few ppl say nepal incident is an exiting news, they get a fertile land for prayers/conversions/criticize hindu	namo fan , working as an engineer	34	1	0
4/25/2015 18:58:35	592040021185597440	This_is_ARC	Some sickular Journos and an MP never bothered to tweet (few RTs there, ofcourse!) when #NepalEarthquake happened. @sagarikaghose @RanaAyyub	right winger. follow a coward and a psycopath.	612	1	0
4/25/2015 19:02:59	592041128314175488	Simuntweets	Over to you #AdarshLiberal ..waise India as a good neighbour doing it's duty, #NepalEarthquake https://t.co/tsmfoQLKiJ	hr, love music,book, arts & politics || dm will not be entertained ||retweets are not always an endorsement|| live n let live|| group tag = block	1023	1	0
4/25/2015 19:10:51	592043110332379137	SakhariyaManish	#Presstitutes Loud in Bitching and slow in Praising ............. Janta Sab Janti hai #NepalEarthquake #BJP #earthquake #NepalQuake	an honest indian who really wants to see a change in india	29	1	1
4/25/2015 19:10:52	592043111892656129	saiumesh	Really hate missionaries they should be deployed out if India. #NepalEarthquake	mobile app developer	138	1	0
4/25/2015 19:11:26	592043256113795075	jhalasiddharth	No mention of #RSS or even #India in the list of organizations helping Nepal by the western media. #NepalEarthquake #Presstitutes	i am a liar, honestly!	283	1	0
4/25/2015 19:13:30	592043774219431936	Dabaa_K_Maru	#NepalEarthquake https://t.co/UoZ8JCah9X BURNALL #Presstitutes  My PM's immdt action-no photo op;no big talks;no media showbiz	consulting different idiots at different times rather than being permanently employed by one. rts aren't endorsement or agreement.	181	1	0
4/25/2015 19:14:55	592044134052990976	Ji_Rupesh	4 teams of @RSSorg started rescue operation in #NepalEarthquake. Now @INCIndia &amp; @AamAadmiParty Pseudo Secularist can startCRYING. Jai Hind	religion indianness, sunsign leo, support #modi, #aaptard& #antinational stay away, admire @srbachchan, worship god hanumana! tweets/rt = personal # endorsement	6802	1	0
4/25/2015 19:20:05	592045433301532672	ParinVShah	A Hindu Nationalist PM is misusing and abusing his office to further the Hindutva agenda by swiftly responding to #NepalEarthquake ~ AL		927	1	1
4/25/2015 19:23:45	592046357071933441	noconversion	Christian Missionaries are ready to Harvest Soul &amp; use Nepal disaster to convert #NepalEarthquake @HMOIndia http://t.co/IVF0VoXwTd	my main goal is to expose & stop fraud hindu conversions by christian missionaries in india & nepal	12768	1	1
4/25/2015 19:25:23	592046766918336512	oluwilliams111	May the Lord heal the pains they are going through now #NepalEarthquake	a chosen vessel of god, living a purpose driven life and created for distinction..am not just gonna sit down and wait for the future..am just gonna go get it..	51	1	2
4/25/2015 19:26:56	592047154564235265	Tsukinorayko	#NepalEarthquake Look at these bastard missionary @narendramodi @Ajit_Doval @HMOIndia @Swamy39 @RSS_Org http://t.co/9r2xM0MOIW	shiva devotee, indian cricket fan, reader , virat hindu, namo fan	533	1	1
4/25/2015 19:31:04	592048197666742272	AnjaliGorg	#SoulScavengers overcrowding #NepalEarthQuake https://t.co/iqFXugU3Oi	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	0
4/25/2015 19:32:04	592048449199050752	RevolutionMonk	#VultureEvangelists Our MSM Journalists says Christian Missionaries does selfless service. Really? #NepalEarthquake http://t.co/uFxzrT8u16	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2616	1	0
4/25/2015 19:37:15	592049754890215424	noconversion	Christian Missionaries are ready to Harvest Soul &amp; use Nepal disaster to convert @RSSorg #NepalEarthquake @HMOIndia	my main goal is to expose & stop fraud hindu conversions by christian missionaries in india & nepal	12768	1	1
4/25/2015 19:40:58	592050688030453760	karyakarta1992	Truly Sick #VultureEvangelists feasting on human misery #NepalEarthquake https://t.co/lkdQJzpLSt	software development engineer; computing; databases; civil engineering; hindutva; civilizational nationalism; libertarian; fiscal conservative	217	1	1
4/25/2015 19:43:42	592051374076002304	RevolutionMonk	#VultureEvangelists A great tragedy #NepalEarthquake provides window of opportunity 4 missionaries 2 convert victims http://t.co/ONqFEo8PtA	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2616	1	1
4/25/2015 19:44:16	592051519626678272	Adv_Onkaar	Many vultures in disguise of Xtian missionaries are roming around in Nepal to convert victims of #NepalEarthquake . @HMOIndia @narendramodi	lawyer | nationalist | keen on politics & history | proud hindu | views personal | rts just rts	89	1	1
4/25/2015 19:49:30	592052835488927745	gargitiwari88	.. .. But beware of vulture missionaries waiting to harvest souls ! #NepalEarthquake https://t.co/ZLdhBxDIo8		67	1	0
4/25/2015 19:56:56	592054704755998720	RevolutionMonk	#VultureEvangelists At the time of grief what would u do,care for the victims or share your faith? #NepalEarthquake http://t.co/gPtFagRDJs	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2616	1	1
4/25/2015 19:59:45	592055415166271488	intellisurfer	Devas and Asuras churned the ocean of milk. Good and Bad thinks came out. #NepalEarthquake RSS == Good. Xtian Missionaries == Bad.	,   |   :	81	1	1
4/25/2015 20:00:05	592055500381949953	insane_liberal	#NepalEarthquake a breeding ground for Missionaries and mullahs. @VHPsampark @VHPAP its time to show strength of united hinduism		29	1	1
4/25/2015 20:03:01	592056235882516481	nrupalmehta	Please Don't donate to @udayfoundation . It is #Presstitutes Club of crocodile tears. #NepalEarthquake @tajinderbagga	sometime behind a horse back sometime behind lens, sometime behind fashion retailing but always ahead in life	244	1	0
4/25/2015 20:03:32	592056368405860353	AnjaliGorg	I really have a feeling that most of the whites stuck in #NepalEarthQuake are Christian missionaries went for #soulharvest	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	0
4/25/2015 20:07:40	592057406684696576	__aksa	These Christian missionaries seeking to harvest Xtian souls in the wake of #NepalEarthquake tragedy give Christ a bad name.Feeding on misery	engineer. hindu. superwoman.	375	1	2
4/25/2015 20:08:18	592057565850251265	AnjaliGorg	Status of Nepal w.r.t #Christianity Lot more of the Pagans to be Harvested #SoulScavengers to use #NepalEarthQuake http://t.co/QwJce6vXbI	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	0
4/25/2015 20:13:56	592058984758128641	AnjaliGorg	Nepal was already flooded by Evangelist #SoulScavengers they see #NepalEarthQuake as an opportunity #ChristianTerror http://t.co/4fdcUCH8BX	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	1
4/25/2015 20:20:36	592060663134031872	ce7669131e0f466	Christian scum missionaries and Bastard followers are trying to use #NepalEarthquake as conversion opportunity.	isis, ,	27	1	1
4/25/2015 20:22:40	592061184443949057	iamRohitdas	#NepalEarthquake occurred cuz of the Seismic waves not cuz of Jesus you Fucktards. Stop spreading your Holy Bible and Christianity Shiz	sleep deprived so joined twitter	268	1	2
4/25/2015 20:23:37	592061420088365056	__aksa	ISIS has new friends. The Xtian missionary attacking devastated people in Nepal with the Bible. #NepalEarthquake	engineer. hindu. superwoman.	375	1	1
4/25/2015 20:24:46	592061710367862785	AnjaliGorg	#SoulScavengers rejoice at the opportunity found in #NepalEarthQuake https://t.co/Qc4s7LtXaO	★ the only thing that makes life possible is permanent, intolerable uncertainty; not knowing what comes next ★ ★rts, favs & quotes don't mean endorsement ;) ★	3704	1	0
4/25/2015 20:29:50	592062984869949440	buddhainabar	*ANY Calamity* Noble Evangelists: Embrace #Jesus. He'll save u. #Hindu Terrorists #RSS: Hang on, we are coming. #NepalEarthquake		611	1	1
4/25/2015 20:35:31	592064416725635072	Swt_Sadhana	All I can see on my TL is #NepalEarthquake and tweets by #SoulVultures about Jesus. This is worrisome. But then what could be done?	nothing to brag about. i don't tweet to impress anyone. allergic to idiots. tweets are personal. rtsendorsement https://t.co/tapxwhdg77	9008	1	0
4/25/2015 20:39:08	592065325442600961	ashu2580	@dibang mullahs will says wherever shariah law is not followed Earthquake strikes #NepalEarthquake	the guy with spiritual ghutti, jaat born in delhi, just for fun tweets,views are nationalist, rts r not endorsements, latest news feeds, i #followback	1073	1	1
4/25/2015 20:41:31	592065925030907905	Saffrelin	Good night. Sorry if my RTs of #SoulVultures irritated you, but it's about time we exposed these freaks. #NepalEarthquake	an indian in love with the huge hindu pantheon. allergic to 1 god fanaticism. honoured to be followed by pm of india @narendramodi! e&c engineer... almost!	4518	1	0
4/25/2015 20:42:00	592066046313500673	Sarsinister	Could someone on the ground @ #March4Marriage please ask about #gods involvement concerning the #NepalEarthquake ? Just curious. #atheism		63	1	2
4/25/2015 20:45:36	592066955743395840	attomeybharti	... as those other 'soul harvesters' from many missionaries have tweeted after #NepalEarthquake.	*parody account* of batman bharti | midnight raid expert | huge fan of sasha grey and sunny leone | spam   , inbox   | against domestic violence	3799	1	0
4/25/2015 20:45:50	592067014245621760	KadakChaa	On one hand we have RSS people and thousands of people working tiressly to save people #SoulVultures gng to #NepalEarthquake for CONVERSION	phd student univ of tampere - #cardiac #ipsc #electrophysiology, modi supporter, tweet majorly on politics, science, sarcasm and latest events rtendorsement	940	1	1
4/25/2015 20:48:50	592067769392177153	singhparashar	. @Internet_Hindus Go Ahead. At this hour of #NepalEarthquake , we have water in our eyes nd bastard #SoulVultures hv water in their mouth.	tired of day dreaming, need news to open my eyes. #student india	156	1	1
4/25/2015 20:51:53	592068534391349248	singhparashar	@neha_aks At the time of calamity like #NepalEarthquake , sm1 has water in eyes while sm1 is in his/her mouth. #SoulVultures they r.	tired of day dreaming, need news to open my eyes. #student india	156	1	0
4/25/2015 20:54:18	592069141600686080	nis111284	#SoulVultures #NepalEarthquake Shameless Morons busy in all sort of #evangelism even in crisis http://t.co/bJgNYietqX	middle managment.hate appeasement.proud hindu and a proud bihari.hard core dr subramnian swamy fan...animal lover.	1125	1	1
